Citation	wID	1830	1837	1840	1841	1879	1920	1981	2013
Jarom 1:1	13.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:1	14	my	my	my	my	my	my	my	my
Jarom 1:1	14.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:1	15	father	father	father	father	father	father	father	father
Jarom 1:1	15.01	∅	∅	∅	∅	,	,	,	,
Jarom 1:1	15.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:1	16	Enos	Enos	Enos	Enos	Enos	Enos	Enos	Enos
Jarom 1:1	16.01	,	,	,	,	,	,	,	,
Jarom 1:1	16.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:1	17	that	that	that	that	that	that	that	that
Jarom 1:1	17.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:1	18	our	our	our	our	our	our	our	our
Jarom 1:1	18.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:1	19	genealogy	genealogy	genealogy	genealogy	genealogy	genealogy	genealogy	genealogy
Jarom 1:1	19.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:1	20	may	may	may	may	may	may	may	may
Jarom 1:1	20.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:1	21	be	be	be	be	be	be	be	be
Jarom 1:1	21.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:1	22	kept	kept	kept	kept	kept	kept	kept	kept
Jarom 1:1	22.01	.	.	.	.	.	.	.	.
Jarom 1:2	1	And	And	And	And	And	And	And	And
Jarom 1:2	1.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	2	as	as	as	as	as	as	as	as
Jarom 1:2	2.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	3	these	these	these	these	these	these	these	these
Jarom 1:2	3.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	4	plates	plates	plates	plates	plates	plates	plates	plates
Jarom 1:2	4.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	5	are	are	are	are	are	are	are	are
Jarom 1:2	5.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	6	small	small	small	small	small	small	small	small
Jarom 1:2	6.01	,	,	,	,	,	,	,	,
Jarom 1:2	6.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	7	and	and	and	and	and	and	and	and
Jarom 1:2	7.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	8	as	as	as	as	as	as	as	as
Jarom 1:2	8.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	9	these	these	these	these	these	these	these	these
Jarom 1:2	9.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	10	things	things	things	things	things	things	things	things
Jarom 1:2	10.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	11	are	are	are	are	are	are	are	are
Jarom 1:2	11.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	12	written	written	written	written	written	written	written	written
Jarom 1:2	12.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	13	for	for	for	for	for	for	for	for
Jarom 1:2	13.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	14	the	the	the	the	the	the	the	the
Jarom 1:2	14.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	15	intent	intent	intent	intent	intent	intent	intent	intent
Jarom 1:2	15.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	16	of	of	of	of	of	of	of	of
Jarom 1:2	16.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	17	the	the	the	the	the	the	the	the
Jarom 1:2	17.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	18	benefit	benefit	benefit	benefit	benefit	benefit	benefit	benefit
Jarom 1:2	18.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	19	of	of	of	of	of	of	of	of
Jarom 1:2	19.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	20	our	our	our	our	our	our	our	our
Jarom 1:2	20.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	21	brethren	brethren	brethren	brethren	brethren	brethren	brethren	brethren
Jarom 1:2	21.01	,	,	,	,	,	∅	∅	∅
Jarom 1:2	21.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	22	the	the	the	the	the	the	the	the
Jarom 1:2	22.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	23	Lamanites	Lamanites	Lamanites	Lamanites	Lamanites	Lamanites	Lamanites	Lamanites
Jarom 1:2	23.01	,	,	,	,	,	,	,	,
Jarom 1:2	23.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	24	wherefore	wherefore	wherefore	wherefore	wherefore	wherefore	wherefore	wherefore
Jarom 1:2	24.01	,	,	,	,	,	,	,	,
Jarom 1:2	24.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	25	it	it	it	it	it	it	it	it
Jarom 1:2	25.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	26	must	must	must	must	must	must	must	must
Jarom 1:2	26.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	27	needs	needs	needs	needs	needs	needs	needs	needs
Jarom 1:2	27.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	28	be	be	be	be	be	be	be	be
Jarom 1:2	28.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	29	that	that	that	that	that	that	that	that
Jarom 1:2	29.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	30	I	I	I	I	I	I	I	I
Jarom 1:2	30.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	31	write	write	write	write	write	write	write	write
Jarom 1:2	31.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	32	a	a	a	a	a	a	a	a
Jarom 1:2	32.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	33	little	little	little	little	little	little	little	little
Jarom 1:2	33.01	;	;	;	;	;	;	;	;
Jarom 1:2	33.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	34	but	but	but	but	but	but	but	but
Jarom 1:2	34.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	35	I	I	I	I	I	I	I	I
Jarom 1:2	35.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	36	shall	shall	shall	shall	shall	shall	shall	shall
Jarom 1:2	36.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	37	not	not	not	not	not	not	not	not
Jarom 1:2	37.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	38	write	write	write	write	write	write	write	write
Jarom 1:2	38.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	39	the	the	the	the	the	the	the	the
Jarom 1:2	39.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	40	things	things	things	things	things	things	things	things
Jarom 1:2	40.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	41	of	of	of	of	of	of	of	of
Jarom 1:2	41.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	42	my	my	my	my	my	my	my	my
Jarom 1:2	42.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	43	prophesying	prophesying	prophesying	prophesying	prophesying	prophesying	prophesying	prophesying
Jarom 1:2	43.01	,	,	,	,	,	,	,	,
Jarom 1:2	43.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	44	nor	nor	nor	nor	nor	nor	nor	nor
Jarom 1:2	44.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	45	of	of	of	of	of	of	of	of
Jarom 1:2	45.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	46	my	my	my	my	my	my	my	my
Jarom 1:2	46.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	47	revelations	revelations	revelations	revelations	revelations	revelations	revelations	revelations
Jarom 1:2	47.01	.	.	.	.	.	.	.	.
Jarom 1:2	47.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	48	For	For	For	For	For	For	For	For
Jarom 1:2	48.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	49	what	what	what	what	what	what	what	what
Jarom 1:2	49.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	50	could	could	could	could	could	could	could	could
Jarom 1:2	50.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	51	I	I	I	I	I	I	I	I
Jarom 1:2	51.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	52	write	write	write	write	write	write	write	write
Jarom 1:2	52.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	53	more	more	more	more	more	more	more	more
Jarom 1:2	53.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	54	than	than	than	than	than	than	than	than
Jarom 1:2	54.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	55	my	my	my	my	my	my	my	my
Jarom 1:2	55.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	56	fathers	fathers	fathers	fathers	fathers	fathers	fathers	fathers
Jarom 1:2	56.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	57	have	have	have	have	have	have	have	have
Jarom 1:2	57.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	58	written	written	written	written	written	written	written	written
Jarom 1:2	58.01	?	?	?	?	?	?	?	?
Jarom 1:2	58.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	59	For	For	For	For	For	For	For	For
Jarom 1:2	59.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	60	have	have	have	have	have	have	have	have
Jarom 1:2	60.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	61	not	not	not	not	not	not	not	not
Jarom 1:2	61.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	62	they	they	they	they	they	they	they	they
Jarom 1:2	62.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	63	revealed	revealed	revealed	revealed	revealed	revealed	revealed	revealed
Jarom 1:2	63.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	64	the	the	the	the	the	the	the	the
Jarom 1:2	64.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	65	plan	plan	plan	plan	plan	plan	plan	plan
Jarom 1:2	65.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	66	of	of	of	of	of	of	of	of
Jarom 1:2	66.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	67	salvation	salvation	salvation	salvation	salvation	salvation	salvation	salvation
Jarom 1:2	67.01	?	?	?	?	?	?	?	?
Jarom 1:2	67.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	68	I	I	I	I	I	I	I	I
Jarom 1:2	68.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	69	say	say	say	say	say	say	say	say
Jarom 1:2	69.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	70	unto	unto	unto	unto	unto	unto	unto	unto
Jarom 1:2	70.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	71	you	you	you	you	you	you	you	you
Jarom 1:2	71.01	,	,	,	,	,	,	,	,
Jarom 1:2	71.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	72	Yea	yea	yea	yea	Yea	Yea	Yea	Yea
Jarom 1:2	72.01	;	;	;	;	;	;	;	;
Jarom 1:2	72.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	73	and	and	and	and	and	and	and	and
Jarom 1:2	73.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	74	this	this	this	this	this	this	this	this
Jarom 1:2	74.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	75	sufficeth	sufficeth	sufficeth	sufficeth	sufficeth	sufficeth	sufficeth	sufficeth
Jarom 1:2	75.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:2	76	me	me	me	me	me	me	me	me
Jarom 1:2	76.01	.	.	.	.	.	.	.	.
Jarom 1:3	1	Behold	Behold	Behold	Behold	Behold	Behold	Behold	Behold
Jarom 1:3	1.01	,	,	,	,	,	,	,	,
Jarom 1:3	1.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	2	it	it	it	it	it	it	it	it
Jarom 1:3	2.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	3	is	is	is	is	is	is	is	is
Jarom 1:3	3.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	4	expedient	expedient	expedient	expedient	expedient	expedient	expedient	expedient
Jarom 1:3	4.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	5	that	that	that	that	that	that	that	that
Jarom 1:3	5.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	6	much	much	much	much	much	much	much	much
Jarom 1:3	6.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	7	should	should	should	should	should	should	should	should
Jarom 1:3	7.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	8	be	be	be	be	be	be	be	be
Jarom 1:3	8.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	9	done	done	done	done	done	done	done	done
Jarom 1:3	9.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	10	among	among	among	among	among	among	among	among
Jarom 1:3	10.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	11	this	this	this	this	this	this	this	this
Jarom 1:3	11.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	12	people	people	people	people	people	people	people	people
Jarom 1:3	12.01	,	,	,	,	,	,	,	,
Jarom 1:3	12.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	13	because	because	because	because	because	because	because	because
Jarom 1:3	13.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	14	of	of	of	of	of	of	of	of
Jarom 1:3	14.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	15	the	the	the	the	the	the	the	the
Jarom 1:3	15.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	16	hardness	hardness	hardness	hardness	hardness	hardness	hardness	hardness
Jarom 1:3	16.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	17	of	of	of	of	of	of	of	of
Jarom 1:3	17.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	18	their	their	their	their	their	their	their	their
Jarom 1:3	18.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	19	hearts	hearts	hearts	hearts	hearts	hearts	hearts	hearts
Jarom 1:3	19.01	,	,	,	,	,	,	,	,
Jarom 1:3	19.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	20	and	and	and	and	and	and	and	and
Jarom 1:3	20.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	21	the	the	the	the	the	the	the	the
Jarom 1:3	21.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	22	deafness	deafness	deafness	deafness	deafness	deafness	deafness	deafness
Jarom 1:3	22.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	23	of	of	of	of	of	of	of	of
Jarom 1:3	23.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	24	their	their	their	their	their	their	their	their
Jarom 1:3	24.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	25	ears	ears	ears	ears	ears	ears	ears	ears
Jarom 1:3	25.01	,	,	,	,	,	,	,	,
Jarom 1:3	25.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	26	and	and	and	and	and	and	and	and
Jarom 1:3	26.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	27	the	the	the	the	the	the	the	the
Jarom 1:3	27.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	28	blindness	blindness	blindness	blindness	blindness	blindness	blindness	blindness
Jarom 1:3	28.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	29	of	of	of	of	of	of	of	of
Jarom 1:3	29.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	30	their	their	their	their	their	their	their	their
Jarom 1:3	30.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	31	minds	minds	minds	minds	minds	minds	minds	minds
Jarom 1:3	31.01	,	,	,	,	,	,	,	,
Jarom 1:3	31.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	32	and	and	and	and	and	and	and	and
Jarom 1:3	32.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	33	the	the	the	the	the	the	the	the
Jarom 1:3	33.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	34	stiffness	stiffness	stiffness	stiffness	stiffness	stiffness	stiffness	stiffness
Jarom 1:3	34.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	35	of	of	of	of	of	of	of	of
Jarom 1:3	35.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	36	their	their	their	their	their	their	their	their
Jarom 1:3	36.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	37	necks	necks	necks	necks	necks	necks	necks	necks
Jarom 1:3	37.01	;	;	;	;	;	;	;	;
Jarom 1:3	37.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	38	nevertheless	nevertheless	nevertheless	nevertheless	nevertheless	nevertheless	nevertheless	nevertheless
Jarom 1:3	38.01	,	,	,	,	,	,	,	,
Jarom 1:3	38.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	39	God	God	God	God	God	God	God	God
Jarom 1:3	39.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	40	is	is	is	is	is	is	is	is
Jarom 1:3	40.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	41	exceeding	exceeding	exceeding	exceeding	exceeding	exceeding	exceedingly	exceedingly
Jarom 1:3	41.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	42	merciful	merciful	merciful	merciful	merciful	merciful	merciful	merciful
Jarom 1:3	42.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	43	unto	unto	unto	unto	unto	unto	unto	unto
Jarom 1:3	43.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	44	them	them	them	them	them	them	them	them
Jarom 1:3	44.01	,	,	,	,	,	,	,	,
Jarom 1:3	44.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	45	and	and	and	and	and	and	and	and
Jarom 1:3	45.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	46	hath	has	has	has	has	has	has	has
Jarom 1:3	46.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	47	not	not	not	not	not	not	not	not
Jarom 1:3	47.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	48	as	as	as	as	as	as	as	as
Jarom 1:3	48.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	49	yet	yet	yet	yet	yet	yet	yet	yet
Jarom 1:3	49.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	50	swept	swept	swept	swept	swept	swept	swept	swept
Jarom 1:3	50.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	51	them	them	them	them	them	them	them	them
Jarom 1:3	51.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	52	off	off	off	off	off	off	off	off
Jarom 1:3	52.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	53	from	from	from	from	from	from	from	from
Jarom 1:3	53.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	54	the	the	the	the	the	the	the	the
Jarom 1:3	54.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	55	face	face	face	face	face	face	face	face
Jarom 1:3	55.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	56	of	of	of	of	of	of	of	of
Jarom 1:3	56.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	57	the	the	the	the	the	the	the	the
Jarom 1:3	57.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:3	58	land	land	land	land	land	land	land	land
Jarom 1:3	58.01	.	.	.	.	.	.	.	.
Jarom 1:4	1	And	And	And	And	And	And	And	And
Jarom 1:4	1.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	2	there	there	there	there	there	there	there	there
Jarom 1:4	2.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	3	are	are	are	are	are	are	are	are
Jarom 1:4	3.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	4	many	many	many	many	many	many	many	many
Jarom 1:4	4.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	5	among	among	among	among	among	among	among	among
Jarom 1:4	5.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	6	us	us	us	us	us	us	us	us
Jarom 1:4	6.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	7	which	who	who	who	who	who	who	who
Jarom 1:4	7.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	8	have	have	have	have	have	have	have	have
Jarom 1:4	8.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	9	many	many	many	many	many	many	many	many
Jarom 1:4	9.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	10	revelations	revelations	revelations	revelations	revelations	revelations	revelations	revelations
Jarom 1:4	10.01	:	:	:	:	:	,	,	,
Jarom 1:4	10.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	11	for	for	for	for	for	for	for	for
Jarom 1:4	11.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	12	they	they	they	they	they	they	they	they
Jarom 1:4	12.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	13	are	are	are	are	are	are	are	are
Jarom 1:4	13.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	14	not	not	not	not	not	not	not	not
Jarom 1:4	14.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	15	all	all	all	all	all	all	all	all
Jarom 1:4	15.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	16	stiffnecked	stiffnecked	stiffnecked	stiffnecked	stiffnecked	stiffnecked	stiffnecked	stiffnecked
Jarom 1:4	16.01	.	.	.	.	.	.	.	.
Jarom 1:4	16.02	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
Jarom 1:4	17	And	And	And	And	And	And	And	And
Jarom 1:4	17.01	⌴	⌴	⌴	⌴	⌴	⌴	⌴	⌴
